article_id, text, id, l/m, wave, subj_id, user_id, q1, q2, q3, q4, q5, q6, q7, q8, q9, q10, q11, q12
"F3f", "Mumps is a contagious disease caused by a virus. There is an MMR vaccine for it which covers measels, mumps, and rubella. This is given in two doses. One when the child is two and another when the child is four. A virulogists says the vaccine is safe and effective, and an ecologist says there as been more than a 99% decrease in mumps.", "635", "L27", "1", "user79", "2", "4", "2", "2", "0", "0", "0", "0", "2", "0", "0", "0", "0"
"U2g", "As bacteria is becoming increasingly resistant to antibiotics, phage therapy is being looked at as a way to fight bacteria. The phages would essentially attack the bacteria in the victim. Dr. Moore, an epidemiologist and an expert on bacteriophages believes this treatment could be harmful because the phages have the potential to mutate and create and release toxin dangerous to humans. Dr. Harris, a physician but no expert in phages or physics, believes that the treatment should be used as phage therapy has been successful in Eastern Europe", "367", "M14", "1", "user40", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U1g", "There is currently research being done on thorium which is said to be possibly capable of replacing uranium. Uranium leaks more neutrons and is said that replacing it with thorium will allow a clear plant. Dr Johnson is a thorium expert that believes thorium should not replace uranium because it leaks more neutrons.", "647", "M31", "1", "user91", "2", "4", "1", "0", "0", "0", "0", "0", "3", "2", "2", "2", "2"
"F1f", "gmo are in genetically modified crops. they are modified to help protect crops from disease and pests. gmo can help end the worlds hunger problem.", "613", "M28", "3", "user84", "2", "1", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"U3g", "bioremediation is the process of using organisms to clean up waste and can be used to clean soil and water", "387", "L16", "3", "user48", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1h", "GMO's are genetically modified organisms that are created in unnatural ways, i.e. not through mating. They are created from insects, bacteria, viruses, and other sources. One doctor, an ecologist and an expert on GMO's, opposes GMO's as they could lead to less biodiversity. Another doctor, a virologist and not an expert on GMO's, agrees with the first doctor and believes that GMO's could hurt animals that rely on the crop that is considered to be harmful that the GMO is replacing. ", "391", "L14", "1", "user40", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F2h", "Stem cells are cells that can proliferate indefinitely. They can be transplanted into tissues to support heart (and many other organs) function. Dr. King, a geneticist and an expert on stem cells, opposes stem cell transplants because they could lead to tumors in the patient if taken from a stem cell culture. Dr. Harris (or whatever his name was), a chemist and not an expert on stem cell research, also opposes stem cell transplants as there is a possibility that they could be rejected by the body which could be fatal for the patient. ", "403", "L14", "1", "user40", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F2h", "Dr. King and Dr. Harris are supporting Stem cell research, because it would help other research create new research.", "401", "M13", "3", "user39", "1", "2", "2", "2", "0", "1", "0", "1", "2", "0", "1", "0", "1"
"U3a", "Bioremediation is a process of using biological material to remedy pollution.  It is used to clean rainwater runoff, oil spills, and other contaminant-driven damage.   It consists of using microbes to process and digest contaminants to render them harmless to humans.  Dr. Moore, a biologist who is an expert on bioremediation, supports the practice because it uses natural organisms to process contaminants and render them harmless to humans.  Dr. Wilson, a chemist who is not an expert on bioremediation, supports the practice because it is often a very quick way to clean up contaminants.", "161", "L1", "1", "user01", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U2g", "phage theory as an alternative to antibiotics. an expert in phage theory opposes it because of the risk it can bring to humans. another (although not an expert in phage theory) says that it should be used as an alternative to antibiotics as it was been successful for years in europe.", "657", "M30", "3", "user90", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"U2g", "Anitibiotics are used to treat infections. Infections have become resistent to antibiotics due to overuse of antibiotics. The body creates mutations that antibiotics cannot fight. Using phages the infections can be treated. Dr Wilson, an epidimeologist, supports using phages to help fight infections. Another Dr. is opposed to using phages for a reason I do not remember.", "661", "L32", "2", "user95", "2", "4", "2", "2", "0", "1", "1", "1", "2", "0", "1", "1", "1"
"U3g", "Bioremeditation is a process that neutralizes soil. It can be very useful. Dr. Harris, a biologist, opposes bioremeditation as it can create a toxic by-product. Another Dr. who is not a biologist also opposes the process. ", "673", "L32", "2", "user95", "2", "1", "2", "0", "0", "0", "0", "0", "1", "0", "1", "1", "1"
"F1h", "GMO's are genetically modified organisms. one an expert and one not an expert in the field both agree that GMO's are harmful. If you take away a pest you can be taking away an animal's source of food, harming them. another believes that this lack of biodiversity is harmful to the earth.", "679", "L30", "2", "user89", "2", "2", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F3h", "Mumps is a contagious virus that can be prevented with a vaccine. The MMR vaccine is given in two stages- once at age one and then again at age four. The virus also protects against measles and several other viruses. Dr. Blair, a virologist, is opposed to the vaccine as he belives he can be dangerous if you have an allergic reaction. Another doctor who is not a virologist is also opposed as it is made from a man made blood substitute.", "709", "M32", "2", "user95", "2", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F2h", "Human tissue. Dr King does not encourage this.", "695", "L31", "1", "user91", "2", "0", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F1h", "Genetically modified organisms (GMOs) are genetically modified. Dr. Hall, a virologist, agrees that GMs are bad and could harm the environment.", "683", "L31", "1", "user91", "2", "2", "1", "2", "0", "0", "0", "1", "3", "2", "2", "2", "2"
"U3a", "Remediation is a process that uses organisms to neutrilize contamination in waste. Dr. Anderson is a advocate for using organisms to clean up waste, even though he is not an expert on organisms.", "167", "M3", "2", "user08", "1", "4", "1", "1", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F1b", "GMOS are a process in which the organism is not altered in a natural way such as mating and breeding.", "178", "L3", "1", "user07", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1b", "GMOS is a process in which the organisms is not altered in a natural way such as mating and breeding.", "179", "L3", "2", "user08", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1b", "GMOS is a process in which organisms do not reproduce in a natural way. ", "180", "L3", "3", "user09", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F1b", "GMO's are genetically modified organisms where the agent of change is not natural selection but rather changed by humans. This is done with bacteria, fungi, or viruses. Dr. Hall supports this as someone with experience in this field. There is an opposing view from a virologist that is not credible.", "181", "M4", "1", "user10", "1", "4", "2", "2", "0", "0", "1", "1", "2", "0", "0", "1", "1"
"F1b", "GMO's are genetically modified organisms that are changed by humans through virus, bacteria, etc. rather than through nature. A disproven article argues against these while Dr. Hall believe they are necessary.", "182", "M4", "2", "user11", "1", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F1b", "GMOs are organisms modified genetically by virus, bacteria, etc. rather than by nature. A disproven paper has argued against them while Dr. White believes them to be necessary.", "183", "M4", "3", "user12", "1", "4", "1", "2", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F2b", "Stem cells are cells that can replicate themselves indefinitely, and can rebuild certain types of tissue. An expert in the field of stem cell reseach states the research is beneficial because it can help identify abnormalities in cells, while a non expert states the research is not beneficial because it can cause involuntary cancer.", "188", "L2", "2", "user05", "1", "4", "2", "0", "0", "0", "0", "0", "1", "0", "0", "0", "0"
"F2b", "A stem cell is a genetic cell that can copy itself indefinitely. A stem cell has the ability to make specialized cells, such as muscle tissues and brain tissues......", "190", "L3", "1", "user07", "1", "4", "0", "3", "2", "2", "2", "2", "3", "2", "2", "2", "2"
"F2b", "The story is about a stem cell, which might be useful to treat some health problem such as heart. An expert of the area support the possibility. ", "184", "M1", "2", "user02", "1", "4", "1", "0", "0", "0", "1", "1", "3", "2", "2", "2", "2"
"F2b", "A stem cell is a type of cell that can replicate itself indefinitely.  They are used in the growth of specialty tissue, such as for the heart, muscle, and brain tissues.  Dr. King, a biologist who is an expert on stem cells, supports the use of stem cells to help regrow damaged tissue in patients.  Dr Harris, on the other hand, is a chemist and not an expert on stem cells, and says that stem cells can easily grow tumors because they start out as un-specialized cells.", "185", "M1", "1", "user01", "1", "4", "2", "0", "0", "0", "0", "1", "1", "0", "0", "0", "0"
